;author;author_type;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_m2;price;year_of_construction;living_meters;kitchen_meters;phone;district;street;underground;residential_complex
5878;ДомЭль -  Отделение на Серпуховской;real_estate_agent;https://balashikha.cian.ru/sale/flat/286176724/;Москва_и_др.;sale;flat;1;5;1;30.0;136666;4100000;1963;15.6;6.8;79057717901;;;;
5879;FQF - территория недвижимости;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/287407385/;Москва_и_др.;sale;flat;2;5;1;33.0;125757;4149999;1972;18.0;5.5;79851209570;;;;
5880;ID 481323;homeowner;https://losino-petrovskiy.cian.ru/sale/flat/268163280/;Москва_и_др.;sale;flat;7;16;1;35.0;118571;4150000;2016;16.0;10.0;79646314195;;;;
5881;Центральное;real_estate_agent;https://zhukovsky.cian.ru/sale/flat/286767546/;Москва_и_др.;sale;flat;3;5;1;31.0;137064;4249000;1964;18.5;6.0;79057159228;;;;
5882;Новое Время;real_estate_agent;https://vidnoye.cian.ru/sale/flat/284762813/;Москва_и_др.;sale;flat;1;4;1;30.3;138613;4200000;-1;19.3;6.0;79660530373;;;;
5883;PRO ОБМЕН;real_estate_agent;https://podolsk.cian.ru/sale/flat/287236759/;Москва_и_др.;sale;flat;1;6;1;28.5;147368;4200000;-1;18.5;5.0;79660562355;;;;
5884;Мега-Балт;real_estate_agent;https://solnechnogorsk.cian.ru/sale/flat/283701336/;Москва_и_др.;sale;flat;5;7;1;32.0;131250;4200000;2019;15.0;10.0;79652092825;;;;
5885;АН Октябрьская;real_estate_agent;https://balashikha.cian.ru/sale/flat/286688929/;Москва_и_др.;sale;flat;16;25;1;25.0;171960;4299000;2022;15.0;5.0;79660543009;;;Щёлковская;
5886;ГОРОБМЕН;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/287507996/;Москва_и_др.;sale;flat;5;16;1;30.0;141666;4250000;2014;14.0;8.5;79186634883;;;Ростокино;
5887;Владис;real_estate_agent;https://zvenigorod.cian.ru/sale/flat/287634173/;Москва_и_др.;sale;flat;5;14;1;40.1;107231;4300000;2012;20.0;10.0;79645672951;;;;
5888;МИЭЛЬ офис В Солнечногорске;real_estate_agent;https://solnechnogorsk.cian.ru/sale/flat/286818075/;Москва_и_др.;sale;flat;4;5;1;30.0;143333;4300000;1982;15.0;7.0;79660629110;;;;
5889;Мир Недвижимости;real_estate_agent;https://serpukhov.cian.ru/sale/flat/286725845/;Москва_и_др.;sale;flat;6;16;1;43.7;99542;4350000;2009;20.0;10.0;79660624597;;;;
5890;Виктория Погодина;realtor;https://pushkino.cian.ru/sale/flat/284315514/;Москва_и_др.;sale;flat;3;5;1;30.0;145000;4350000;1966;17.0;6.2;79853367096;;;Комсомольская;
5891;ID 56938652;homeowner;https://losino-petrovskiy.cian.ru/sale/flat/287171051/;Москва_и_др.;sale;flat;1;16;1;37.4;116310;4350000;2014;15.7;11.2;79660696675;;;;
5892;ID 77676923;unknown;https://losino-petrovskiy.cian.ru/sale/flat/287212313/;Москва_и_др.;sale;flat;12;14;1;35.9;122534;4399000;2015;16.0;9.5;79670481439;;;;
5893;ФЛЭТ Зеленоград;real_estate_agent;https://domodedovo.cian.ru/sale/flat/286720149/;Москва_и_др.;sale;flat;2;5;1;31.0;141935;4400000;1977;14.0;7.0;79152508186;;;Подольск;
5894;МИР;real_estate_agent;https://domodedovo.cian.ru/sale/flat/280197579/;Москва_и_др.;sale;flat;8;17;1;39.3;114503;4500000;2022;20.0;10.0;79160552116;;;;
5895;ИПОМАКС;real_estate_agent;https://aprelevka.cian.ru/sale/flat/285921140/;Москва_и_др.;sale;flat;5;5;1;29.7;151515;4500000;1969;-1.0;-1.0;79660479203;;;;
5896;ИПОМАКС;real_estate_agent;https://naro-fominsk.cian.ru/sale/flat/287339753/;Москва_и_др.;sale;flat;1;5;1;31.3;143769;4500000;1974;15.0;11.0;79660479203;;;;
5897;ID 58759733;realtor;https://odintsovo.cian.ru/sale/flat/279876978/;Москва_и_др.;sale;flat;7;12;1;40.9;111051;4542000;2022;18.4;8.3;79652716434;;;;
5898;Манхэттен эстейт;real_estate_agent;https://odintsovo.cian.ru/sale/flat/278417952/;Москва_и_др.;sale;flat;3;5;1;30.8;147727;4550000;1972;16.0;6.0;79169663876;;;;
5899;УСПЕХ;real_estate_agent;https://zhukovsky.cian.ru/sale/flat/285602676/;Москва_и_др.;sale;flat;3;9;1;33.3;138138;4600000;1967;18.0;6.5;79154389642;;;;
5900;ЕГСН Продажа;real_estate_agent;https://losino-petrovskiy.cian.ru/sale/flat/284843763/;Москва_и_др.;sale;flat;2;8;1;42.2;109004;4600000;2010;-1.0;16.0;79652264698;;;;
5901;Денис Каргин;realtor;https://www.cian.ru/sale/flat/285374995/;Москва_и_др.;sale;flat;6;6;1;14.3;328671;4699999;-1;-1.0;-1.0;79057124759;Восточное Измайлово;Первомайская;Первомайская;
5902;ID 64118784;homeowner;https://klin.cian.ru/sale/flat/278998330/;Москва_и_др.;sale;flat;9;9;1;44.3;105869;4690000;2018;-1.0;-1.0;79150103269;;;;
5903;КварталСити;real_estate_agent;https://dmitrov.cian.ru/sale/flat/286646766/;Москва_и_др.;sale;flat;1;9;1;37.3;126005;4700000;2007;18.7;8.9;79057191618;;;;
5904;ЛуКа;real_estate_agent;https://balashikha.cian.ru/sale/flat/273039983/;Москва_и_др.;sale;flat;20;23;1;43.5;108045;4700000;2019;20.0;10.0;79623621433;;;;
5905;Римарком Владис;real_estate_agent;https://podolsk.cian.ru/sale/flat/284089625/;Москва_и_др.;sale;flat;1;5;1;30.4;154605;4700000;1961;17.0;6.0;79156901495;;;Подольск;
5906;МИЭЛЬ офис В Солнечногорске;real_estate_agent;https://solnechnogorsk.cian.ru/sale/flat/285021321/;Москва_и_др.;sale;flat;1;3;1;38.0;124973;4749000;-1;18.0;14.0;79852503294;;;;
5907;Диалог Риэлт;real_estate_agent;https://ramenskoye.cian.ru/sale/flat/278907130/;Москва_и_др.;sale;flat;2;17;1;28.0;169642;4750000;2017;16.0;7.0;79153830652;Северный;Молодежная;;Десятка
5908;МИЦ-Столичный ипотечный центр недвижимости;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/280461493/;Москва_и_др.;sale;flat;3;8;1;34.2;140058;4790000;2019;15.1;8.2;79150955327;;;;
5909;Единый Центр Недвижимости;real_estate_agent;https://dmitrov.cian.ru/sale/flat/284619108/;Москва_и_др.;sale;flat;2;3;1;31.1;152733;4750000;-1;-1.0;21.7;79651974294;;;;
5910;ID 86145579;homeowner;https://losino-petrovskiy.cian.ru/sale/flat/285946861/;Москва_и_др.;sale;flat;3;16;1;39.9;119047;4750000;2017;17.8;11.5;79660628314;;;;
5911;1 Май;real_estate_agent;https://balashikha.cian.ru/sale/flat/267351116/;Москва_и_др.;sale;flat;9;19;1;34.0;141176;4800000;2016;18.0;8.0;79858134398;;;Щёлковская;
5912;Частная собственность;real_estate_agent;https://balashikha.cian.ru/sale/flat/286725399/;Москва_и_др.;sale;flat;3;5;1;30.0;160000;4800000;1968;18.0;6.0;79038139335;;;;
5913;Единый Центр Недвижимости;real_estate_agent;https://dmitrov.cian.ru/sale/flat/286505160/;Москва_и_др.;sale;flat;10;14;1;39.2;122448;4800000;1980;20.0;6.0;79651074492;;;;
5914;АЛЬФА 2017;real_estate_agent;https://solnechnogorsk.cian.ru/sale/flat/287335109/;Москва_и_др.;sale;flat;9;17;1;38.0;126315;4800000;2020;-1.0;-1.0;79660626472;;;;
5915;УСПЕХ;real_estate_agent;https://zhukovsky.cian.ru/sale/flat/286443259/;Москва_и_др.;sale;flat;8;9;1;33.4;143712;4800000;1966;17.1;7.2;79154393417;;;Котельники;
5916;ID 47225701;unknown;https://korolev.cian.ru/sale/flat/287343436/;Москва_и_др.;sale;flat;1;5;1;22.0;218181;4800000;1969;12.0;5.0;79850631754;;;;
5917;ID 100074488;unknown;https://losino-petrovskiy.cian.ru/sale/flat/283959608/;Москва_и_др.;sale;flat;12;16;1;39.0;123076;4800000;2017;14.7;11.4;79857518378;;;;
5918;ID 70800361;unknown;https://balashikha.cian.ru/sale/flat/287446076/;Москва_и_др.;sale;flat;14;14;1;49.0;97959;4800000;2017;22.0;11.0;79651451708;;;;
5919;ЭТАЖИ Подольск;real_estate_agent;https://podolsk.cian.ru/sale/flat/270892155/;Москва_и_др.;sale;flat;17;23;1;39.3;124681;4900000;2016;-1.0;9.6;79660619775;;;;
5920;Капитал-недвижимость;real_estate_agent;https://balashikha.cian.ru/sale/flat/283353212/;Москва_и_др.;sale;flat;13;18;1;37.44;130876;4900000;2022;16.3;8.8;79855063386;;;Новокосино;
5921;Городские квартиры;real_estate_agent;https://solnechnogorsk.cian.ru/sale/flat/286849735/;Москва_и_др.;sale;flat;25;25;1;37.7;129973;4900000;2019;25.0;5.0;79660640290;;;;
5922;REALTY PRО;real_estate_agent;https://www.cian.ru/sale/flat/287464468/;Москва_и_др.;sale;flat;2;4;1;14.5;340034;4930500;-1;-1.0;-1.0;79651078115;Сокольники;Стромынка;Сокольники;
5923;ID 100587481;homeowner;https://noginsk.cian.ru/sale/flat/284828928/;Москва_и_др.;sale;flat;6;14;1;41.1;119221;4900000;2014;16.8;11.5;79623628761;;;Новокосино;
5924;ЗелАН;real_estate_agent;https://solnechnogorsk.cian.ru/sale/flat/282258296/;Москва_и_др.;sale;flat;6;9;1;34.5;144637;4990000;1981;19.0;6.0;79153262483;;;;
5925;ЗелАН;real_estate_agent;https://solnechnogorsk.cian.ru/sale/flat/279133897/;Москва_и_др.;sale;flat;15;17;1;40.3;123821;4990000;2008;18.0;8.5;79157201566;;;;
5926;ТАНДЕМ;real_estate_agent;https://www.cian.ru/sale/flat/286635460/;Москва_и_др.;sale;flat;1;5;1;32.0;155937;4990000;1968;20.0;5.0;79680123607;;;Бунинская аллея;
5927;Этажи Клин;real_estate_agent;https://klin.cian.ru/sale/flat/286695829/;Москва_и_др.;sale;flat;1;9;1;47.6;105021;4999000;2018;20.0;-1.0;79654226618;;;;
5928;ЭТАЖИ Воскресенск;real_estate_agent;https://voskresensk.cian.ru/sale/flat/287219856/;Москва_и_др.;sale;flat;3;10;1;33.1;149546;4950000;1990;-1.0;-1.0;79850224176;;;;
5929;ДОМ.RU Коломна;real_estate_agent;https://kolomna.cian.ru/sale/flat/284656594/;Москва_и_др.;sale;flat;7;8;1;33.0;151484;4999000;2009;-1.0;8.0;79660585357;;;;
5930;ID 58759733;realtor;https://odintsovo.cian.ru/sale/flat/279877682/;Москва_и_др.;sale;flat;3;12;1;44.8;111049;4975000;2022;22.1;12.2;79652716434;;;;
5931;Ирина Назарова;realtor;https://mytishchi.cian.ru/sale/flat/283436597/;Москва_и_др.;sale;flat;2;9;1;36.4;137087;4990000;2021;17.0;8.0;79636760398;;;;
5932;ID 99313044;realtor;https://www.cian.ru/sale/flat/287534893/;Москва_и_др.;sale;flat;4;9;1;12.7;390000;4953000;2023;8.0;3.0;79154999205;Очаково-Матвеевское;Аминьевское шоссе;Давыдково;MySpace Аминьевская
5933;ID 14432;realtor;https://khimki.cian.ru/sale/flat/287102243/;Москва_и_др.;sale;flat;3;5;1;32.0;156250;5000000;-1;17.0;6.0;79852423644;;;;
5934;Владис;real_estate_agent;https://ruza.cian.ru/sale/flat/286866139/;Москва_и_др.;sale;flat;4;7;1;56.3;88809;5000000;2023;33.0;10.0;79645672951;;;;
5935;ЭТАЖИ Подольск;real_estate_agent;https://podolsk.cian.ru/sale/flat/269956072/;Москва_и_др.;sale;flat;2;4;1;34.5;144927;5000000;2015;-1.0;7.5;79652256834;;;;
5936;Елена Павлова;realtor;https://vidnoye.cian.ru/sale/flat/284853405/;Москва_и_др.;sale;flat;2;4;1;32.4;154320;5000000;2021;-1.0;-1.0;79661507559;;;;
5937;Серебряный век;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/285752956/;Москва_и_др.;sale;flat;2;14;1;42.1;118764;5000000;2015;17.9;13.1;79104817715;;;;
5938;ID 273294;unknown;https://losino-petrovskiy.cian.ru/sale/flat/280928780/;Москва_и_др.;sale;flat;13;17;1;45.0;111111;5000000;2016;16.0;11.0;79645678289;;;;
5939;ИПОМАКС;real_estate_agent;https://www.cian.ru/sale/flat/286953581/;Москва_и_др.;sale;flat;3;3;1;35.8;141061;5050000;2018;19.0;10.2;79660479203;;;;
5940;Марина Коротеева;realtor;https://zvenigorod.cian.ru/sale/flat/285630975/;Москва_и_др.;sale;flat;4;12;1;34.3;147230;5050000;2013;16.0;12.0;79855283520;;;;
5941;CENTURY 21 Перспектива;real_estate_agent;https://lyubertsy.cian.ru/sale/flat/287267533/;Москва_и_др.;sale;flat;3;4;1;33.0;154545;5100000;2011;14.1;9.0;79851893192;;;;
5942;Владис;real_estate_agent;https://www.cian.ru/sale/flat/284365979/;Москва_и_др.;sale;flat;4;4;1;32.0;159375;5100000;2011;24.0;3.0;79645672951;;;Рассказовка;
5943;ДОМ.RU Коломна;real_estate_agent;https://kolomna.cian.ru/sale/flat/276745520/;Москва_и_др.;sale;flat;9;10;1;39.0;130769;5100000;2007;-1.0;10.0;79660585357;;;;
5944;ID 101436622;real_estate_agent;https://dmitrov.cian.ru/sale/flat/285902654/;Москва_и_др.;sale;flat;3;5;1;46.57;110000;5122700;2022;-1.0;-1.0;79689608440;;;;
5945;Татьяна Иванкова;realtor;https://losino-petrovskiy.cian.ru/sale/flat/287189849/;Москва_и_др.;sale;flat;13;17;1;40.0;127500;5100000;2016;16.0;14.0;79858674956;;;;
5946;ID 98731392;homeowner;https://ramenskoye.cian.ru/sale/flat/282202557/;Москва_и_др.;sale;flat;2;3;1;44.1;116326;5130000;2014;24.0;10.0;79161725406;;;;
5947;Портал Недвижимости;real_estate_agent;https://serpukhov.cian.ru/sale/flat/280854303/;Москва_и_др.;sale;flat;11;16;1;37.0;139189;5150000;1982;18.0;8.5;79154384030;;;;
5948;CENTURY 21 Перспектива;real_estate_agent;https://lyubertsy.cian.ru/sale/flat/287717120/;Москва_и_др.;sale;flat;1;9;1;32.4;158950;5150000;1971;16.9;8.8;79856330776;;;;
5949;ID 7239958;realtor;https://podolsk.cian.ru/sale/flat/285028766/;Москва_и_др.;sale;flat;3;6;1;38.4;134895;5180000;2025;19.0;9.6;79152871417;;;;
5950;Just Estate;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/287000010/;Москва_и_др.;sale;flat;8;8;1;35.6;144662;5150000;2022;18.0;9.5;79623638472;;;;
5951;ID 23812697;homeowner;https://zvenigorod.cian.ru/sale/flat/286114364/;Москва_и_др.;sale;flat;17;17;1;43.0;119767;5150000;2013;-1.0;-1.0;79652256902;;;;
5952;ID 18390392;homeowner;https://krasnogorsk.cian.ru/sale/flat/269677498/;Москва_и_др.;sale;flat;1;8;1;32.1;160436;5150000;2019;16.0;9.0;79645880213;;;;
5953;ID 75949135;homeowner;https://www.cian.ru/sale/flat/284702055/;Москва_и_др.;sale;flat;1;3;1;23.0;223913;5150000;-1;17.0;3.0;79854904141;Вешняки;аллея Первой Маевки;Рязанский проспект;
5954;ID 102890415;homeowner;https://ramenskoye.cian.ru/sale/flat/287151228/;Москва_и_др.;sale;flat;4;4;1;30.8;167207;5150000;1968;18.0;6.0;79169651793;;;;
5955;Азбука Жилья;real_estate_agent;https://www.cian.ru/sale/flat/287553001/;Москва_и_др.;sale;flat;1;4;1;31.7;164037;5200000;1981;19.0;5.0;79852741148;;;;
5956;Зоя Милакова;realtor;https://www.cian.ru/sale/flat/285164968/;Москва_и_др.;sale;flat;2;2;1;22.0;236363;5200000;-1;20.0;2.0;79154289438;Марьино;Перерва;Перерва;
5957;ID 90817;real_estate_agent;https://zvenigorod.cian.ru/sale/flat/287508653/;Москва_и_др.;sale;flat;2;15;1;33.0;157575;5200000;2017;-1.0;10.0;79853040447;;;;
5958;МОЯ СТОЛИЦА;real_estate_agent;https://balashikha.cian.ru/sale/flat/280430113/;Москва_и_др.;sale;flat;4;9;1;31.9;164576;5250000;1980;17.0;7.0;79197638654;;;;
5959;УСПЕХ;real_estate_agent;https://zhukovsky.cian.ru/sale/flat/284192387/;Москва_и_др.;sale;flat;14;14;1;35.5;147887;5250000;1983;17.5;9.0;79154393417;;;;
5960;УСПЕХ;real_estate_agent;https://zhukovsky.cian.ru/sale/flat/286430275/;Москва_и_др.;sale;flat;1;10;1;33.1;158610;5250000;1990;17.2;8.5;79154393417;;;;
5961;Анна Костенко;realtor;https://krasnogorsk.cian.ru/sale/flat/285632685/;Москва_и_др.;sale;flat;1;3;1;32.0;165625;5300000;-1;20.0;8.0;79038723635;;;Павшино;
